viner_hand_itc;85;9.765625E-4;1024;0.08300781
A 0.0;0.0;0.04296875;0.08300781
B 0.08496094;0.0;0.03515625;0.08300781
C 0.16699219;0.0;0.034179688;0.08300781
D 0.24902344;0.0;0.037109375;0.08300781
E 0.33203125;0.0;0.032226562;0.08300781
F 0.41601562;0.0;0.030273438;0.08300781
G 0.49804688;0.0;0.026367188;0.08300781
H 0.58203125;0.0;0.038085938;0.08300781
I 0.6640625;0.0;0.021484375;0.08300781
J 0.7470703;0.0;0.024414062;0.08300781
K 0.8300781;0.0;0.043945312;0.08300781
L 0.91308594;0.0;0.034179688;0.08300781
M 0.0;0.08300781;0.04296875;0.08300781
N 0.08300781;0.08300781;0.043945312;0.08300781
O 0.16699219;0.08300781;0.021484375;0.08300781
P 0.24902344;0.08300781;0.036132812;0.08300781
Q 0.3330078;0.08300781;0.041015625;0.08300781
R 0.41503906;0.08300781;0.032226562;0.08300781
S 0.49804688;0.08300781;0.030273438;0.08300781
T 0.58203125;0.08300781;0.034179688;0.08300781
U 0.6669922;0.08300781;0.030273438;0.08300781
V 0.7470703;0.08300781;0.033203125;0.08300781
W 0.8300781;0.08300781;0.055664062;0.08300781
X 0.91308594;0.08300781;0.030273438;0.08300781
Y 0.0029296875;0.16601562;0.030273438;0.08300781
Z 0.08300781;0.16601562;0.033203125;0.08300781
À 0.16601562;0.16601562;0.04296875;0.08300781
Á 0.24902344;0.16601562;0.04296875;0.08300781
Â 0.33203125;0.16601562;0.04296875;0.08300781
Ä 0.41503906;0.16601562;0.04296875;0.08300781
È 0.49804688;0.16601562;0.032226562;0.08300781
É 0.5810547;0.16601562;0.032226562;0.08300781
Ê 0.6640625;0.16601562;0.032226562;0.08300781
Ì 0.7470703;0.16601562;0.021484375;0.08300781
Í 0.8300781;0.16601562;0.022460938;0.08300781
Î 0.91308594;0.16601562;0.021484375;0.08300781
Ò 9.765625E-4;0.24902344;0.021484375;0.08300781
Ó 0.083984375;0.24902344;0.021484375;0.08300781
Ô 0.16699219;0.24902344;0.021484375;0.08300781
Ö 0.25;0.24902344;0.0234375;0.08300781
Ù 0.33496094;0.24902344;0.030273438;0.08300781
Ú 0.41796875;0.24902344;0.030273438;0.08300781
Û 0.50097656;0.24902344;0.030273438;0.08300781
Ü 0.5839844;0.24902344;0.030273438;0.08300781
a 0.66503906;0.24902344;0.030273438;0.08300781
b 0.7470703;0.24902344;0.0234375;0.08300781
c 0.8310547;0.24902344;0.01953125;0.08300781
d 0.9140625;0.24902344;0.024414062;0.08300781
e 0.0;0.33203125;0.020507812;0.08300781
f 0.08300781;0.33203125;0.026367188;0.08300781
g 0.16601562;0.33203125;0.021484375;0.08300781
h 0.25;0.33203125;0.030273438;0.08300781
i 0.33203125;0.33203125;0.016601562;0.08300781
j 0.41503906;0.33203125;0.016601562;0.08300781
k 0.49804688;0.33203125;0.034179688;0.08300781
l 0.58203125;0.33203125;0.015625;0.08300781
m 0.6640625;0.33203125;0.04296875;0.08300781
n 0.7470703;0.33203125;0.032226562;0.08300781
o 0.8310547;0.33203125;0.018554688;0.08300781
p 0.91308594;0.33203125;0.0234375;0.08300781
q 0.0;0.41503906;0.04296875;0.08300781
r 0.083984375;0.41503906;0.020507812;0.08300781
s 0.16601562;0.41503906;0.013671875;0.08300781
t 0.24902344;0.41503906;0.0234375;0.08300781
u 0.33203125;0.41503906;0.029296875;0.08300781
v 0.41503906;0.41503906;0.03125;0.08300781
w 0.49902344;0.41503906;0.041015625;0.08300781
x 0.5810547;0.41503906;0.026367188;0.08300781
